RegistrationNumber,LabelName,Class,Order,Family,ScientificName,DateTaxonomyCorrected,TaxonomyNotes,TypeStatus,Country,Locality,Latitude,Longitude,Extent_km,Certainty,Type,NOTES,Georeferencer,DateGeoreferenced,Validated
1946.9.5.23,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia larvata,Dec-17,,,,"Silhouette Island, Seychelles",-4.49591,55.236969,4.23,100%,2.4,"Seychelles Island. Geographic centroid according to Google maps zoomed into the fullest. Used directions tool to find the centroid to provide co-ordinates (provides repeatable centroid), to fullest extent western edge",Fisher,Jan-18,
1946.1.2.3.5,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia sechellensis,Dec-17,,,,"Mahe, Cascade, Seychelles",-4.670554,55.497018,3.26,75%,2.2,"District of Cascade, on the island of Mahe, largest island of the Seychelles archipelago. Geographic centroid according to Google maps zoomed into the fullest. Used directions tool to find the centroid to provide co-ordinates (provides repeatable centroid), to fullest extent western edge",Fisher,Jan-18,
1946.9.5.26-30,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia sechellensis,Dec-17,,,,"Mahe, Cascade, Seychelles",-4.670554,55.497018,3.26,75%,2.2,"District of Cascade, on the island of Mahe, largest island of the Seychelles archipelago. Geographic centroid according to Google maps zoomed into the fullest. Used directions tool to find the centroid to provide co-ordinates (provides repeatable centroid), to fullest extent western edge",Fisher,Jan-18,
1946.9.5.45,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia sechellensis,Dec-17,,,,"Mahe, Cascade, Seychelles 1,200ft",-4.673863,55.492628,5.67,75%,2.2/2.6,"Centroid taken from the midpoint at that altitude in that region. Calcuated as the same as the collection at 1000ft due to difficulty in distinguishing the 200 ft difference using tools provided. Also extent will cover the same area. Then extent taken to all the areas at that altitude in the region. Treated like a river as the altitude follows a clear line (ridge) to take extent. 1000ft taken as 300m, using Google maps topography tool. ",Fisher,Jan-18,
1946.9.5.44,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia sechellensis,Dec-17,,,,"Mahe, Cascade, Seychelles, 1000ft",-4.673863,55.492628,5.67,75%,2.2/2.6,"Centroid taken from the midpoint at that altitude in that region. Then extent taken to all the areas at that altitude in the region. Treated like a river as the altitude follows a clear line (ridge) to take extent. 1000ft taken as 300m, using Google maps topography tool. ",Fisher,Jan-18,
1946.9.5.31,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia sechellensis,Dec-17,,,,"Praslin Island, Seychelles",-4.332591,55.746726,8.64,75%,2.1,"Centroid taken from using island direction centering, zoomed to fullest extent. Then measured to the western-most edge of the island in the Seychelles archipelago. ",Fisher,Jan-18,
1946.9.5.49,,Amphibia,Gymnophiona,Indotyphlidae,Grandisonia sechellensis,Dec-17,,,,"Silhouette Island, Seychelles",-4.478637,55.236970,3.90,75%,2.1,"Centroid taken from the island of Silhouette island, the coordinates were taken using the google directions tool, which meant that the centroid was to the right of the island. ",Fisher,Jan-18,
1883.7.27.26,,Amphibia,Gymnophiona,Caeciliidae,Gymnopis multiplicata,Dec-17,,,,Seychelles,-4.512090,55.583329,42.10,75%,2.1,"Centroid taken between the main islands of the Seychelles, where caecillians have historically been found. This means the extent covers the sea, but also importantly the land areas where the specimen was probably found. Taken from the co-ordinates provided to the western furthest extent. Was a best guess at being the centre point. ",Fisher,Jan-18,
1937.7.24.13-14,,Amphibia,Gymnophiona,Indotyphlidae,Hypogeophis rostratus,Dec-17,,,,"Curieuse Island, Seychelles",-4.281591,55.721725,2.60,100%,2.2,"Centroid taken from using island direction centering, zoomed to fullest extent. Then measured to the western-most edge of the island in the Seychelles archipelago. ",Fisher,Jan-18,
1970.285,,Amphibia,Gymnophiona,Indotyphlidae,Hypogeophis rostratus,Dec-17,,,,"Grand Anse, Mahe, Seychelles",-4.677392,55.463778,3.52,50%,2.2,"District of Grand nse, on the island of Mahe, largest island of the Seychelles archipelago. Geographic centroid according to Google maps zoomed into the fullest. Used directions tool to find the centroid to provide co-ordinates (provides repeatable centroid), to fullest extent south western edge",Fisher,Jan-18,
1907.10.15.135,,Amphibia,Gymnophiona,Indotyphlidae,Hypogeophis rostratus,Dec-17,,,,"Praslin Island, Seychelles",-4.332591,55.746726,8.64,100%,2.1,"Centroid taken from using island direction centering, zoomed to fullest extent. Then measured to the western-most edge of the island in the Seychelles archipelago. ",Fisher,Jan-18,
1910.3.18.80,,Amphibia,Gymnophiona,Indotyphlidae,Hypogeophis rostratus,Dec-17,,,,"Praslin Island, Seychelles",-4.332591,55.746726,8.64,100%,2.1,"Centroid taken from using island direction centering, zoomed to fullest extent. Then measured to the western-most edge of the island in the Seychelles archipelago. ",Fisher,Jan-18,
1956.1.13.25-26,,Amphibia,Gymnophiona,Indotyphlidae,Hypogeophis rostratus,Dec-17,,,,"Praslin Island, Seychelles",-4.332591,55.746726,8.64,100%,2.1,"Centroid taken from using island direction centering, zoomed to fullest extent. Then measured to the western-most edge of the island in the Seychelles archipelago. ",Fisher,Jan-18,
87.11.2.28,,Amphibia,Gymnophiona,Ichthophiidae,Ichthophis sikkimensis,Dec-17,,,,"Darjeeling, West Bengal State, India",27.036007,88.262676,5.10,25%,2.3,"Centroid taken from the town of Darjeeling, West Bengal State. Taken to fullest extent at the southern tip. Uncertainity low due to likelihood of it being found in the surrounding region. ",Fisher,Jan-18,
RR 1959.1.2.43,,Amphibia,Gymnophiona,Ichthophiidae,Ichthophis singaporensis,Dec-17,,,,Singapore,1.351617,103.80805,31.50,80%,2.1,Using country centroid to cover the widest extent at the outermost western island. Assumed it included islands as well as mainland. Certainy lower due to potential for differing historical boundaries for Singapore. ,Fisher,Jan-18,
1921.4.1.338,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis acuminatus,Dec-17,,,,"Me Wang Valley, North Thailand",18.6797,98.638061,28.14,75%,2.2,"Centroid taken from the Mae Wang District, which includes the Mae Wang valley and national park. ",Fisher,Jan-18,
1961.2055,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis acuminatus,Dec-17,,,,"Muang Liep, Thailand",19.390789,101.524806,217.53,75%,2.2,"Centroid taken from the Sayaboury Province, Laos, where Muang Liep is said to be found (could not be located othewise). Provides a very large extent, but certainty likely to be high.  ",Fisher,Jan-18,
1961.2056-2057,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis acuminatus,Dec-17,,,,"Pa Meang, Me Wang Valley, Thailand",18.67970,98.638061,28.14,75%,2.2,"Pa Meang could not be found, so centroid taken from the Mae Wang District, which includes the Mae Wang valley and national park. ",Fisher,Jan-18,
72.2.19.59,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis biangularis,Dec-17,,,,"Matang, North Borneo",1.584487,110.19344,8.00,50%,2.6,"Given the name and evidence available, I believe mount matang to be to the west of the town of Kuching, in the Malaysian state of Sarawak, northern Borneo. This also corroborates with the IUCN map in roughly the same area. Elaboration of the locality comes from - http://research.amnh.org/vz/herpetology/amphibia/index.php//Amphibia/Gymnophiona/Ichthyophiidae/Ichthyophis/Ichthyophis-biangularis. Centroid taken from the highest peak in the area, and an extent ",Fisher,Jan-18,
82.12.12.6,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis bombayensis,Dec-17,,,,"Malabar, Western Ghats, India",10.850683,76.271083,261.65,100%,2.2,"Evidence is patchy as where exatcly ""malabar"" located. Historically it is the northern part of the kerala state, at this period of India's history, but could also refer to the Malabar coast, which extends all along the western coast. https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Malabar (Encyclopaedia Britainnica). However, other sources are unable to give a direct location. Instead extent is taken from the region of Kerala",Fisher,Jan-18,
92.6.3.23,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis dulitensis,Dec-17,,,,"2000ft Mount Dulit, Sarawak, Borneo",3.263313,114.272226,19.20,50%,2.6,"Centroid taken from the ridgepoint slightly to the east of the peak of Mount Dulit. This was to try and ensure that the extent included all areas at 2000ft = ~600metres. Mapped the ridge of the mountain as if it were a river following the highest point along and then took the midway point. Amphibia web comments that the locality is above 2000ft, so this is what was used.",Fisher,Jan-18,
1880.5.7.3,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis javanicus,Dec-17,,,,Java,-7.614529,110.712246,614.30,100%,2.1,"Using the island of Java, the centroid was taken using the directions tool from Google Maps. The extent was measured to the widest extent to the west of the island, only on the mainland. ",Fisher,Jan-18,
98.9.22.208,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis larutensis,Dec-17,,,,"Larut hills, perak, Malaysia, 3,380ft",4.859301,100.81523,4.38,25%,2.7,"Amphibian species of the world has more specific information on the locality of the specimen. It comments that is found near maxwell's bungalow in the Larut hills. It is difficult to find any location for the larut hills, but Maxwell's bungalow can be found in the hills east of Taiping, which is in the correct wider locality. Many of the place names incude Larut in the title of this small mountain range. Using the highest point of these hills, around the maxwell bungalows, as the centroid, the extent includes all areas within the correct altitude - https://en.wikipedia.org/wiki/Bukit_Larut",Fisher,Jan-18,
1863.12.4.5,,Amphibia,Gymnophiona,Ichthophiidae,Ichthyophis monochrous,Dec-17,,,,"Sinkawang, West Borneo",0.910381,109.021545,18.55,75%,2.2,"Centroid taken from the region of Sinkawang, West Kalimantan, West Borneo. Extent overs this region. ",Fisher,Jan-18,
1888.6.11.1,,Amphibia,Gymnophiona,Ichthophiidae,Icthyophis bombayensis,Dec-17,,,,"Waghei Surat, Bombay Province",20.773726,73.497565,1.43,25%,2.2,"Waghei is a tiny town in the Dang District of the current Gujarat state in India. The certianty is low due to the small extent provided by this centroid. It is likely the specimen was collected near, but probably not in this town. ",Fisher,Jan-18,
1946.9.5.70,,Amphibia,Gymnophiona,Indotyphlidae,Idiocranium russeli,Dec-17,,,,"Tinta, under soil, Makumunu, Mamfe, Cameroon",6.273250,9.5125833,62.00,75%,2.3,"Using google maps the only location, which can be found is the tiny town of Mamfe. This provides a very low certainty. However, the location notes state the specimens were found near the village of Tinta in the Assumbo hills. Recent expeditions ot this area by Gower et al. (https://www.rgs.org/NR/rdonlyres/59C2258D-0E54-4DFA-9AE9-5727C59ACD41/0/Artice_Goweretal2014RediscoveryofIdiocraniumrusselli.pdf) provide co-ordinates for area of tinta. The centroid was taken from the co-ordinates provided from Gower et al. as Tinta 1 (), then the extent was taken to cover the town of Mamfe to provide a higher degree of certainty. The extent was taken to cover these two points. Makumunu is a valley in the assumbo hills north of the town of Mamfe.  Extent is propably overly cautious. Personally i think the locality is just within those hills. At the time Mamfe was an entire region not just the town. So in the description it is likely to be used in this regional sense. ",Fisher,Jan-18,
1946.9.5.71-86,,Amphibia,Gymnophiona,Indotyphlidae,Idiocranium russeli,Dec-17,,,,"Tinta, with holotype.",6.273250,9.5125833,62.00,75%,2.3,"Using google maps the only location, which can be found is the tiny town of Mamfe. This provides a very low certainty. However, the location notes state the specimens were found near the village of Tinta in the Assumbo hills. Recent expeditions ot this area by Gower et al. (https://www.rgs.org/NR/rdonlyres/59C2258D-0E54-4DFA-9AE9-5727C59ACD41/0/Artice_Goweretal2014RediscoveryofIdiocraniumrusselli.pdf) provide co-ordinates for area of tinta. The centroid was taken from the co-ordinates provided from Gower et al. as Tinta 1 (), then the extent was taken to cover the town of Mamfe to provide a higher degree of certainty. The extent was taken to cover these two points. Makumunu is a valley in the assumbo hills north of the town of Mamfe.  Extent is propably overly cautious. Personally i think the locality is just within those hills. At the time Mamfe was an entire region not just the town. So in the description it is likely to be used in this regional sense. ",Fisher,Jan-18,
1946.9.5.74,,Amphibia,Gymnophiona,Indotyphlidae,Idiocranium russeli,Dec-17,,,,"Tinta, with holotype.",6.273250,9.5125833,62.00,75%,2.3,"Using google maps the only location, which can be found is the tiny town of Mamfe. This provides a very low certainty. However, the location notes state the specimens were found near the village of Tinta in the Assumbo hills. Recent expeditions ot this area by Gower et al. (https://www.rgs.org/NR/rdonlyres/59C2258D-0E54-4DFA-9AE9-5727C59ACD41/0/Artice_Goweretal2014RediscoveryofIdiocraniumrusselli.pdf) provide co-ordinates for area of tinta. The centroid was taken from the co-ordinates provided from Gower et al. as Tinta 1 (), then the extent was taken to cover the town of Mamfe to provide a higher degree of certainty. The extent was taken to cover these two points. Makumunu is a valley in the assumbo hills north of the town of Mamfe.  Extent is propably overly cautious. Personally i think the locality is just within those hills. At the time Mamfe was an entire region not just the town. So in the description it is likely to be used in this regional sense. ",Fisher,Jan-18,
1861.9.2.6,,Amphibia,Gymnophiona,Typhlonectidae,Nectocaecilia petersii,Dec-17,,,,Upper Amazon,-3.119027,-60.021711,1500.00,100%,2.6,"Centroid taken from the town of Manaus. The locality is very vague description of Upper Amazon, which could refer to the river or the Jungle. The extent is taken to include both these possibilities.",Fisher,Jan-18,
1946.9.5.8,,Amphibia,Gymnophiona,Caeciliidae,Oscaecilia bassleri,Dec-17,,,,"Canelos, Ecuador",-1.589442,-77.746597,5.00,25%,2.3,"A very small town within the Ecuadorian canton of Pastaza. Centroid is taken using the Google direction tool from the town of Canelos. Extent calculated very roughly using a 5km radius around the area, so certainity is very low. ",Fisher,Jan-18,
1946.9.5.74,,Amphibia,Gymnophiona,Caeciliidae,Oscaecilia bassleri,Dec-17,,,,"Chaquimayo, Carabaya, Peru",-13.722526,-70.205694,103.25,100%,2.1,"Best guess centroid taken from the region of Carabaya, Peru.",Fisher,Jan-18,
1946.9.5.5,,Amphibia,Gymnophiona,Caeciliidae,Oscaecilia bassleri,Dec-17,,,,"St. Javier, N.W. Ecuador",-0.033322,-79.232461,170.00,100%,2.2,Unclear where St. Javier is or what it refers to. The original discription does not give more information. Centroid is a best guess to be in the middle of the North West region of Ecuador. Then the extent is taken to include this region,Fisher,Jan-18,
1946.9.5.6,,Amphibia,Gymnophiona,Caeciliidae,Oscaecilia bassleri,Dec-17,,,,West Ecuador ,-1.253359,-79.832448,318.00,100%,2.2,Centroid taken as a best guess equidistant between the country centroid and the Ecuadorian west coast. Extent taken to the northern edge and calculated using that distance ,Fisher,Jan-18,
1946.9.5.17-18,,Amphibia,Gymnophiona,Indotyphlidae,Praslinia cooperi,Dec-17,,,,"Praslin Island, Seychelles",-4.332591,55.746726,8.64,75%,2.1,"Centroid taken from using island direction centering, zoomed to fullest extent. Then measured to the western-most edge of the island in the Seychelles archipelago. ",Fisher,Jan-18,
1936.10.1.16-17,,Amphibia,Gymnophiona,Dermophiidae,Schistometopum gregoril,Dec-17,,,,"Lake Peccatoni, Kenya",-2.413452,40.681454,1.50,100%,2.7,Lake Peccatoni is also know as Lake Mukunguya (https://www.unk.edu/academics/biology/_files/2011%20Geluso%20P%20maculata%20Franklin%20Herp%20Rev.pdf). Extent taken around this very small lake. ,Fisher,Jan-18,
1946.9.5.43,,Amphibia,Gymnophiona,Dermophiidae,Schistometopum gregoril,Dec-17,,,,"Ngatana, Kenya, Africa",-0.229734,39.472822,332.50,75%,2.5,"Refers to the Tana River in Kenya, centroid taken from river instructions.",Fisher,Jan-18,
1933.11.16,,Amphibia,Gymnophiona,Dermophiidae,Schistometopum thomense,Dec-17,,,,Sao Tome and Principe,0.982786,7.03163,121.25,100%,2.1,"These are a pair of islands of the coast of the Gabon. The description mentions both islands, and is none specific to which island. So co-ordinates are taken at a point equidistant betweeen the two islands. ",Fisher,Jan-18,
1946.9.5.58,,Amphibia,Gymnophiona,Scolecomorphidae,Scolecomorphus kirkii,Dec-17,,,,"Lake Tanganyika, Tanzania",6.255568,29.510772,334.02,100%,2.7,Centroid taken from Google directions of Lake Tanganyika. Then extent calcauted to the furthest extent. ,Fisher,Jan-18,
1946.9.5.57,,Amphibia,Gymnophiona,Scolecomorphidae,Scolecomorphus ulugurensis,Dec-17,,,,"Uluguru Mountains, Tanzania",-7.166859,37.666745,47.52,75%,2.6,"Centroid taken from a small mountain range, extent taken to cover that elevated area.",Fisher,Jan-18,
